timestamp,s_no,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
2020-01-23,202,3 2020,DCA000,type IV,Dtto Capital,Military health,,Works between 3 and 5 days,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,,,,Every day,Every day,Every day,Less than 3 days,nonoperating,nonoperating,nonoperating,Less than 3 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,Between 1 and 2 days,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,465,420,8,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 45: 00.000Z,1899-12-30T00: 45: 00.000Z,12,6,3,8,3,9,3,3,3,5,2,There was water every day,There was water every day,"3 to 5 days, with alternate support"
2020-01-24,672,4 2020,SUC000,type IV,Sucre,"MPPS, Gob. State, Barrio Adentro",None,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,Every day,Every day,Every day,Every day,nonoperating,Every day,Every day,Less than 3 days,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,SÃ,SÃ,40.0,5.0,35.0,5.0,35.0,13.0,8.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Days 3 to 5,Days 3 to 5,375,265,48,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There has never been-dairy formulas,1899-12-30T04: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,25,6,6,12,4,20,6,10,8,14,2,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-24,657,3 2020,SUC000,type IV,Sucre,"MPPS, Gob. State, Barrio Adentro",None,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,Every day,Every day,Every day,Every day,nonoperating,Every day,Every day,Less than 3 days,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,There were no,Every day,Every day,Every day,Every day,Every day,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,SÃ,SÃ,40.0,5.0,35.0,10.0,30.0,13.0,10.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Days 3 to 5,Days 3 to 5,375,265,45,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There has never been-dairy formulas,1899-12-30T04: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,20,6,14,10,2,20,6,6,8,15,4,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-24,564,4 2020,GUA000,type III,Guarico,MPPS,None,It works every day,Yes,0.0,Yes,2,Within 3 days,1899-12-30T00: 05: 00.000Z,Do not,0.0,,0.0,,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Less than 3 days,Days 3 to 5,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,8.0,2.0,18.0,0.0,18.0,6.0,4.0,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,There were no,Every day,Every day,160,152,22,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,24,12,2,14,0,14,5,2,4,12,0,There was water every day,"3 to 5 days, with alternate support",There was water every day
2020-01-24,397,3 2020,ZUL001,type IV,Zulia,Gob. State,,Works between 3 and 5 days,Yes,,Yes,1,Within 3 days,1899-12-30T00: 15: 00.000Z,Do not,,,,,,,,Less than 3 days,nonoperating,Every day,Less than 3 days,Less than 3 days,nonoperating,nonoperating,Days 3 to 5,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,198,150,83,SÃ,SÃ,Every day,They served less than 3 meals to the day,recommendations of the specialist remain as to the menu served,There has never been-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,4,4,0,4,1,4,4,0,1,4,2,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-24,67,4 2020,ANZ000,type IV,Anzoategui,MPPS,,It works every day,Yes,,Yes,3,Days 3 to 5,1899-12-30T00: 30: 00.000Z,Do not,,,,,,,,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,There were no,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,There were no,There were no,Every day,There were no,There were no,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,320,225,60,Do not,,,,,,1899-12-30T02: 00: 00.000Z,1899-12-30T00: 30: 00.000Z,21,18,8,24,12,21,18,8,3,12,6,There was water every day,There was water every day,There was water every day
2020-01-24,526,3 2020,DCA005,type IV,Dtto Capital,IVSS,0,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,SÃ,SÃ,30.0,0.0,30.0,10.0,20.0,30.0,12.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,365,265,30,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There has never been-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,20,6,0,23,5,12,4,0,2,16,4,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2020-01-24,315,4 2020,DCA005,type IV,Dtto Capital,IVSS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,,,,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,,,,,,,,,,,,,,,,,,,,,365,265,30,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There has never been-dairy formulas,1899-12-30T00: 45: 00.000Z,1899-12-30T00: 45: 00.000Z,20,10,0,23,4,28,4,0,2,16,2,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-25,999,4 2020,TAC001,type IV,Tachira,Gob. State,,It works every day,Yes,,Yes,2,Days 3 to 5,1899-12-30T01: 30: 00.000Z,Do not,,,,,There were no,There were no,There were no,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Every day,There were no,There were no,Every day,SÃ,SÃ,7.0,4.0,3.0,0.0,7.0,12.0,3.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,any public day,Days 3 to 5,There were no,Every day,Every day,There were no,900,300,69,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-31T06: 00: 00.000Z,1899-12-30T00: 15: 00.000Z,8,3,2,6,4,7,2,3,3,7,2,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-25,98,4 2020,ARA001,type IV,Aragua,Military health,0,It works every day,Yes,0.0,Yes,2,Within 3 days,1899-12-30T05: 00: 00.000Z,Do not,0.0,,0.0,,,,,Every day,Has never been,Every day,Every day,Less than 3 days,Less than 3 days,Has never been,Less than 3 days,Every day,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Every day,Every day,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,There were no,Days 3 to 5,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,304,103,24,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T05: 00: 00.000Z,1899-12-30T07: 00: 00.000Z,20,8,0,5,6,6,7,0,3,5,7,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-25,724,3 2020,TAC001,type IV,Tachira,Gob. State,,It works every day,Yes,,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,,,,,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Less than 3 days,nonoperating,nonoperating,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Every day,There were no,There were no,Every day,SÃ,SÃ,7.0,4.0,3.0,0.0,7.0,12.0,6.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,any public day,Every day,There were no,Every day,Every day,There were no,900,300,70,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T12: 00: 00.000Z,1899-12-30T00: 15: 00.000Z,9,3,2,6,7,8,2,3,3,6,6,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-25,516,3 2020,DCA002,type IV,Dtto Capital,MPPS,0,There does not work,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,Every day,There were no,There were no,Has never been,Every day,Every day,Days 3 to 5,Days 3 to 5,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,SÃ,SÃ,14.0,0.0,0.0,0.0,0.0,10.0,10.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Has never been,Every day,Days 3 to 5,There were no,185,85,23,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T00: 40: 00.000Z,1899-12-30T00: 00: 00.000Z,5,2,0,3,4,4,1,0,2,3,2,There was no water any public day,There was no water any public day,There was no water any public day
2020-01-25,433,4 2020,APU000,type III,Apure,"MPPS, Gob. State",,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,1.0,quirofano polluting ,Between 1 and 2 days,There were no,Has never been,Every day,Every day,Every day,Every day,nonoperating,Has never been,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Days 3 to 5,Every day,Days 3 to 5,Between 1 and 2 days,Every day,Between 1 and 2 days,There were no,Every day,There were no,Between 1 and 2 days,Every day,Every day,Every day,Every day,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,SÃ,SÃ,20.0,13.0,7.0,13.0,7.0,4.0,2.0,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,any public day,Every day,Every day,Every day,Every day,Has never been,200,175,24,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T00: 35: 00.000Z,1899-12-30T00: 50: 00.000Z,15,10,2,10,2,15,7,4,3,12,2,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
2020-01-25,570,4 2020,MER000,type IV,Merida,MPPS,,It works every day,Yes,,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,,,,,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Every day,There were no,There were no,Days 3 to 5,Every day,There were no,There were no,There were no,Every day,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,5.0,0.0,5.0,1.0,4.0,9.0,3.0,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,800,500,100,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 30: 00.000Z,1899-12-30T02: 30: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
2020-01-25,701,3 2020,TAC000,type III,Tachira,IVSS,,It works every day,Yes,,Yes,2,Every day,1899-12-30T01: 30: 00.000Z,Do not,,,,,There were no,There were no,There were no,Every day,Every day,Every day,Days 3 to 5,nonoperating,nonoperating,Has never been,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,There were no,Every day,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,SÃ,SÃ,8.0,0.0,8.0,0.0,8.0,16.0,5.0,There were no,Every day,Every day,There were no,There were no,There were no,,Every day,Every day,There were no,There were no,Every day,There were no,160,80,35,SÃ,Do not,,,,,1899-12-30T04: 00: 00.000Z,1899-12-30T00: 15: 00.000Z,6,3,0,5,4,6,2,0,2,5,4,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-25,711,4 2020,TAC000,type III,Tachira,IVSS,,It works every day,Yes,,Yes,1,Every day,1899-12-30T00: 45: 00.000Z,Do not,,,,,There were no,There were no,There were no,Every day,Every day,Every day,Days 3 to 5,nonoperating,nonoperating,Has never been,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Every day,SÃ,SÃ,8.0,0.0,8.0,0.0,8.0,16.0,5.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,Every day,Every day,There were no,There were no,Every day,There were no,160,80,33,SÃ,Do not,,,,,1899-12-30T02: 00: 00.000Z,1899-12-30T00: 15: 00.000Z,6,2,0,5,4,6,2,0,2,5,4,There was water every day,There was water every day,There was water every day
2020-01-25,409,4 2020,MIR000,type IV,Dtto Capital,IVSS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,5.0,"Equipment, drugs, human resources, electric light © ctrica, structural Rest (water, O2, suction)",5.0,"Equipment, drugs, human resources, electric light © ctrica, structural Rest (water, O2, suction)",Days 3 to 5,Has never been,Has never been,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Every day,There were no,There were no,There were no,Every day,There were no,Every day,Every day,Every day,There were no,There were no,Every day,There were no,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,30.0,20.0,10.0,10.0,20.0,40.0,15.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,Every day,Has never been,600,490,50,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T12: 00: 00.000Z,1899-12-30T01: 30: 00.000Z,30,20,10,30,20,30,15,10,2,10,10,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2020-01-25,495,4 2020,DCA002,type IV,Dtto Capital,MPPS,0,There does not work,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,Every day,There were no,There were no,Has never been,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,SÃ,SÃ,14.0,0.0,,,,10.0,10.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Has never been,Every day,Between 1 and 2 days,Days 3 to 5,185,75,23,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T00: 50: 00.000Z,1899-12-30T00: 00: 00.000Z,5,1,0,3,3,4,0,0,2,2,4,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2020-01-27,241,4 2020,DCA003,type IV,Dtto Capital,"MPPS, Autonomous Institute",0,It works less than 3 days,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,4.0,"Equipment, medicines, Human Resources",1.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,Every day,Every day,Every day,Days 3 to 5,Every day,Every day,nonoperating,nonoperating,Every day,Every day,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,Between 1 and 2 days,Days 3 to 5,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,1300,400,32,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1900-01-01T00: 00: 00.000Z,1899-12-30T00: 40: 00.000Z,30,3,5,6,2,18,1,1,2,2,1,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
