s_no,timestamp,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,nCoV_isolation_area_avail,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
641,2019-09-25T13: 28: 49.775Z,37 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,0,Yes,1,Every day,1899-12-30T02: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0,,,,,,,"Theft, robbery or shooting inside the hospital.","TBC health personnel, severe hemorrhagic fever (UTI), Gillan Barre Syndrome ©",Days 3 to 5,There were no,Between 1 and 2 days,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,There were no,S√,S√,,,12,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",12,1,11,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,There were no,250,220,30,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T04: 30: 00.000Z,1899-12-30T01: 00: 00.000Z,2,1,4,2,2,2,1,4,33,2,2,"<3 days, with alternate support","<3 days, with alternate support","3 to 5 days, with alternate support"
642,2020-02-01T00: 59: 14.443Z,5 of 2020,POR000,type III,Portuguese,"MPPS, Gob. State",mechanical respirator,It works less than 3 days,Do not,0,Yes,3,Days 3 to 5,1899-12-30T01: 30: 00.000Z,S√,2,Medicines,1,Medicines,Protests without suspension of activities,Protests without suspension of activities,Protests without suspension of activities,Protests without suspension of activities,Protests without suspension of activities,Violence against hospital staff by relatives,,Between 1 and 2 days,There were no,There were no,Option 1,Do not,Do not,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Days 3 to 5,There were no,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Days 3 to 5,Between 1 and 2 days,Every day,There were no,There were no,Every day,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Every day,S√,S√,,,11,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",NA,11,10,6,5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,250,200,30,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T12: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,8,5,4,4,3,8,1,4,31,2,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","<3 days, no alternative support (tanks)"
643,2019-10-06T21: 00: 38.426Z,40 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State","Monitors, pulse oximeter, lamps ",It works every day,Do not,NA,Yes,2,Every day,1899-12-30T00: 15: 00.000Z,S√,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,Days 3 to 5,There were no,Days 3 to 5,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,S√,S√,,,11,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",11,0,11,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,There were no,250,233,35,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T05: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,1,4,2,2,2,1,4,33,3,3,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
982,2019-09-09T15: 54: 35.778Z,35 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,1,Days 3 to 5,1899-12-30T00: 10: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,Days 3 to 5,There were no,There were no,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Between 1 and 2 days,S√,S√,,,11,0,Lack of surgical material lack of input method © physicians,11,6,5,6,5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,There were no,240,230,33,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T06: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,2,4,4,2,2,1,5,35,4,3,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
983,2019-06-29T19: 30: 24.096Z,"26, 2019",POR000,type III,Portuguese,Gob. State,,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T00: 25: 00.000Z,Do not,NA,,NA,,,,,,,"Theft, robbery or shooting inside the hospital.","TBC health personnel, Gillan Barre Syndrome ©",Days 3 to 5,There were no,Between 1 and 2 days,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,S√,S√,,,10,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",10,5,5,11,11,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,There were no,250,225,42,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T06: 04: 00.000Z,1899-12-30T00: 30: 00.000Z,2,1,4,2,2,2,1,4,40,2,2,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
984,2019-07-31T16: 16: 47.842Z,30 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,1,Every day,1899-12-30T00: 05: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.","Diphtheria, TBC health personnel",Between 1 and 2 days,There were no,There were no,,,,Every day,Has never been,Every day,Every day,nonoperating,Every day,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,S√,S√,,,10,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",10,6,4,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Has never been,250,220,33,S√,Do not,Less than a week,"Lack of inputs, lack of equipment, lack of personnel, lack of professionals (nutritionists, Nutr√≥logos etc)",,,,,1899-12-30T06: 00: 00.000Z,1899-12-30T00: 35: 00.000Z,2,2,4,3,2,1,1,4,30,3,1,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
985,2019-06-10T09: 53: 39.966Z,"23, 2019",POR000,type III,Portuguese,Gob. State,,It works every day,Do not,NA,Yes,1,Every day,1899-12-30T00: 10: 00.000Z,Do not,2,"Equipment, medicines, Human Resources",1,"Equipment, medicines, Human Resources",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Every day,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,S√,S√,,,8,NA,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",8,1,7,6,3,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,245,220,43,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T08: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,1,1,4,2,3,1,1,4,38,1,2,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
986,2019-07-22T16: 46: 49.151Z,29 2019,POR000,type III,Portuguese,"MPPS, Gob. State","Monitors, pulsioximetro",It works every day,Do not,NA,Yes,5,Every day,1899-12-30T00: 05: 00.000Z,S√,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,,Diphtheria,Every day,Between 1 and 2 days,There were no,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,S√,S√,,,9,0,Lack of surgical material lack of input method © physicians,9,6,3,6,6,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Days 3 to 5,Every day,Every day,Every day,There were no,240,230,30,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T05: 00: 00.000Z,1899-12-30T00: 45: 00.000Z,2,1,5,3,2,2,1,4,33,2,2,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
987,2019-11-18T23: 08: 34.866Z,46 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T01: 00: 00.000Z,S√,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Violence against hospital staff by relatives, theft, robbery or shooting inside the hospital.",TBC health personnel,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,,,,Every day,Has never been,Less than 3 days,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,There were no,S√,S√,,,11,0,Lack of surgical material lack of input method © physicians,11,0,11,6,6,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Between 1 and 2 days,Every day,Days 3 to 5,Every day,Every day,Every day,There were no,240,220,30,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T04: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,3,2,5,4,4,3,2,5,33,4,3,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
988,2019-11-12T01: 16: 54.397Z,45 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,1,Every day,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",,Days 3 to 5,There were no,There were no,,,,Every day,Has never been,Every day,Days 3 to 5,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,S√,S√,,,11,0,Lack of surgical material lack of input method © physicians,11,11,0,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,There were no,240,223,30,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T04: 00: 00.000Z,1899-12-30T00: 45: 00.000Z,2,1,5,5,2,3,1,5,33,4,1,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
989,2019-07-22T16: 33: 42.242Z,"28, 2019",POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T00: 05: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",Diphtheria,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Every day,Every day,Every day,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Has never been,Days 3 to 5,Every day,Every day,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,S√,S√,,,10,0,Lack of surgical material lack of input method © physicians,10,6,4,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Days 3 to 5,Every day,Every day,Every day,There were no,250,220,30,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T04: 00: 00.000Z,1899-12-30T00: 20: 00.000Z,2,1,4,2,1,2,1,4,33,2,1,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
990,2019-07-08T18: 25: 12.946Z,27 2019,POR000,type III,Portuguese,Gob. State,,It works every day,Do not,NA,Yes,1,Every day,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, electric light © ctrica, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",Diphtheria,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,,,,Every day,Has never been,Every day,nonoperating,nonoperating,Every day,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,S√,S√,,,11,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",11,5,6,6,6,Days 3 to 5,Every day,Days 3 to 5,Every day,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,There were no,245,230,33,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T18: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,2,1,4,4,2,2,1,4,30,4,2,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
991,2019-09-09T17: 48: 42.990Z,36 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,1,Every day,1899-12-30T00: 15: 00.000Z,S√,0,,0,,,,,,,"Theft, robbery or shooting inside the hospital.","TBC health personnel, Gillan Barre Syndrome ©",Days 3 to 5,There were no,There were no,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,There were no,There were no,There were no,S√,S√,,,11,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",11,6,5,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,There were no,250,230,29,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T08: 00: 00.000Z,1899-12-30T00: 39: 00.000Z,2,1,4,3,2,3,2,4,33,2,2,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
992,2019-08-25T01: 05: 03.017Z,33 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,2,Days 3 to 5,1899-12-30T00: 10: 00.000Z,Do not,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",Gillan Barre Syndrome ©,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,Less than 3 days,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,There were no,S√,S√,,,11,0,Lack of surgical material lack of input method © physicians,11,4,7,6,5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Days 3 to 5,Every day,Days 3 to 5,Every day,There were no,245,230,33,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T04: 00: 00.000Z,1899-12-30T00: 45: 00.000Z,2,1,4,3,2,2,1,4,35,3,3,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
